LocationName,Measure,Stroke_Rate_%_by_tract,Stroke_Low_Confidence_Limit,Stroke_High_Confidence_Limit
48201554700,Stroke among adults aged >=18 years,2,1.8,2.2
28137950301,Stroke among adults aged >=18 years,4.8,4.4,5.2
28143950100,Stroke among adults aged >=18 years,3.5,3.2,3.8
28149950700,Stroke among adults aged >=18 years,5.1,4.5,5.7
28153950100,Stroke among adults aged >=18 years,4.2,3.8,4.7
28163950600,Stroke among adults aged >=18 years,4,3.7,4.4
29003010400,Stroke among adults aged >=18 years,3.3,3,3.6
48221160208,Stroke among adults aged >=18 years,3.8,3.4,4.2
29021002800,Stroke among adults aged >=18 years,2.9,2.6,3.1
29027070200,Stroke among adults aged >=18 years,3.4,3.1,3.7
29027070800,Stroke among adults aged >=18 years,2.6,2.4,2.9
48231961300,Stroke among adults aged >=18 years,3.5,3.1,3.8
48233950900,Stroke among adults aged >=18 years,3.9,3.5,4.5
29033960200,Stroke among adults aged >=18 years,3.7,3.3,4
48245000700,Stroke among adults aged >=18 years,6.6,5.9,7.4
29043020400,Stroke among adults aged >=18 years,3.3,3,3.6
48245011002,Stroke among adults aged >=18 years,2.5,2.2,2.9
29069360900,Stroke among adults aged >=18 years,3.8,3.5,4.2
29077000400,Stroke among adults aged >=18 years,3.6,3,4.4
48299970300,Stroke among adults aged >=18 years,4,3.6,4.4
29095000300,Stroke among adults aged >=18 years,4.1,3.6,4.7
29095007300,Stroke among adults aged >=18 years,1.8,1.6,2.1
29095008000,Stroke among adults aged >=18 years,6,5.3,6.7
29095009000,Stroke among adults aged >=18 years,4.9,4.4,5.4
29095010203,Stroke among adults aged >=18 years,3.2,2.8,3.6
29095010702,Stroke among adults aged >=18 years,3.7,3.3,4.1
29095013301,Stroke among adults aged >=18 years,3.6,3.2,4
29095013608,Stroke among adults aged >=18 years,4.5,3.6,5.7
29095014108,Stroke among adults aged >=18 years,2.8,2.4,3.2
29095017100,Stroke among adults aged >=18 years,5.8,5.2,6.4
48339691302,Stroke among adults aged >=18 years,3.5,3.1,4.1
48339692300,Stroke among adults aged >=18 years,2.6,2.3,2.9
48339692601,Stroke among adults aged >=18 years,3.4,3.1,3.7
29099700207,Stroke among adults aged >=18 years,2.8,2.5,3.2
48339694000,Stroke among adults aged >=18 years,3.3,3,3.6
29099700801,Stroke among adults aged >=18 years,3,2.6,3.4
29099700900,Stroke among adults aged >=18 years,3.3,3,3.7
29109470500,Stroke among adults aged >=18 years,4.1,3.7,4.5
48355000600,Stroke among adults aged >=18 years,4,3.6,4.5
48355002601,Stroke among adults aged >=18 years,3.3,2.8,3.7
29133950400,Stroke among adults aged >=18 years,5,4.4,5.6
48357950300,Stroke among adults aged >=18 years,3.3,2.9,3.7
29155470100,Stroke among adults aged >=18 years,4,3.7,4.3
29155470200,Stroke among adults aged >=18 years,6.9,6.3,7.6
48363000600,Stroke among adults aged >=18 years,3.6,3.1,4
48373210302,Stroke among adults aged >=18 years,4.6,4.1,5
29175490100,Stroke among adults aged >=18 years,3.3,3,3.6
48409010604,Stroke among adults aged >=18 years,2.7,2.4,3.1
29189210702,Stroke among adults aged >=18 years,4.5,4,5
29189210924,Stroke among adults aged >=18 years,3,2.7,3.4
29189215302,Stroke among adults aged >=18 years,2.7,2.4,3
29189218003,Stroke among adults aged >=18 years,2.2,1.9,2.5
29189219900,Stroke among adults aged >=18 years,3.1,2.6,3.5
29189220444,Stroke among adults aged >=18 years,2.3,2,2.7
29189220802,Stroke among adults aged >=18 years,3.2,2.8,3.7
29211480200,Stroke among adults aged >=18 years,3.5,3.2,3.9
29217950100,Stroke among adults aged >=18 years,4.2,3.8,4.6
29225470201,Stroke among adults aged >=18 years,3.4,3.1,3.8
30013000300,Stroke among adults aged >=18 years,2.5,2.2,2.9
30023000400,Stroke among adults aged >=18 years,4.3,3.7,4.9
30031000400,Stroke among adults aged >=18 years,2.8,2.5,3.1
30031001101,Stroke among adults aged >=18 years,0.8,0.7,0.9
30063001600,Stroke among adults aged >=18 years,2.4,2.2,2.6
31033954900,Stroke among adults aged >=18 years,3,2.6,3.4
48465950201,Stroke among adults aged >=18 years,2.4,2.1,2.7
48467950500,Stroke among adults aged >=18 years,4.7,4.1,5.3
48467950900,Stroke among adults aged >=18 years,3.6,3.2,4
31055000800,Stroke among adults aged >=18 years,5.8,5.1,6.6
31055001600,Stroke among adults aged >=18 years,0.7,0.6,0.8
31055002000,Stroke among adults aged >=18 years,3.1,2.7,3.4
48471790103,Stroke among adults aged >=18 years,3.4,3.1,3.8
31055004200,Stroke among adults aged >=18 years,1.8,1.6,2.1
31055004700,Stroke among adults aged >=18 years,1.6,1.4,1.9
31055005500,Stroke among adults aged >=18 years,1.8,1.5,2
31055006504,Stroke among adults aged >=18 years,3.5,3,4.2
31055007002,Stroke among adults aged >=18 years,3.5,3,4.1
31055007003,Stroke among adults aged >=18 years,3.1,2.8,3.5
31055007316,Stroke among adults aged >=18 years,1.3,1.1,1.5
31055007434,Stroke among adults aged >=18 years,2.6,2.3,2.9
31055007441,Stroke among adults aged >=18 years,1.8,1.5,2.1
31055007449,Stroke among adults aged >=18 years,2.7,2.2,3.1
31055007454,Stroke among adults aged >=18 years,2.5,2.1,2.9
31055007516,Stroke among adults aged >=18 years,1.5,1.3,1.6
48491020112,Stroke among adults aged >=18 years,2.8,2.4,3.2
48491020201,Stroke among adults aged >=18 years,2.9,2.6,3.2
48491020311,Stroke among adults aged >=18 years,1.1,1,1.3
48491020317,Stroke among adults aged >=18 years,1.5,1.3,1.6
48491020324,Stroke among adults aged >=18 years,1.9,1.7,2.2
48491020404,Stroke among adults aged >=18 years,2.5,2.2,2.8
31103975400,Stroke among adults aged >=18 years,4.2,3.8,4.7
48491020707,Stroke among adults aged >=18 years,1.7,1.5,1.9
48491021000,Stroke among adults aged >=18 years,3.1,2.8,3.5
48491021202,Stroke among adults aged >=18 years,3,2.7,3.4
31109001900,Stroke among adults aged >=18 years,2.2,1.9,2.5
48491021403,Stroke among adults aged >=18 years,2.4,2.1,2.6
48491021504,Stroke among adults aged >=18 years,1.6,1.4,1.8
31109002701,Stroke among adults aged >=18 years,2.3,2,2.7
31109003301,Stroke among adults aged >=18 years,2,1.7,2.2
31109003717,Stroke among adults aged >=18 years,1.8,1.6,2
31109003718,Stroke among adults aged >=18 years,2.5,2.2,2.7
31111959700,Stroke among adults aged >=18 years,2.8,2.6,3.1
49005000401,Stroke among adults aged >=18 years,2.7,2.3,3.1
49005001401,Stroke among adults aged >=18 years,1.9,1.7,2.1
49011125908,Stroke among adults aged >=18 years,2.1,1.8,2.4
49011127002,Stroke among adults aged >=18 years,1.7,1.5,1.9
49019000200,Stroke among adults aged >=18 years,2.8,2.5,3.2
49025130100,Stroke among adults aged >=18 years,3.3,3,3.6
49047968301,Stroke among adults aged >=18 years,2.6,2.4,2.9
49049001802,Stroke among adults aged >=18 years,0.9,0.7,1
49049003001,Stroke among adults aged >=18 years,1.8,1.5,2
49057200900,Stroke among adults aged >=18 years,3.1,2.7,3.4
49057210506,Stroke among adults aged >=18 years,1.7,1.6,1.9
50007000500,Stroke among adults aged >=18 years,1.6,1.4,1.8
50007003501,Stroke among adults aged >=18 years,2.1,1.8,2.5
50015953600,Stroke among adults aged >=18 years,2.8,2.4,3.2
50025967200,Stroke among adults aged >=18 years,3.3,3,3.7
50025967700,Stroke among adults aged >=18 years,2.5,2.2,2.8
50025968000,Stroke among adults aged >=18 years,2.9,2.6,3.4
50027965200,Stroke among adults aged >=18 years,3.2,2.9,3.5
50027966700,Stroke among adults aged >=18 years,3.2,2.8,3.5
51001090800,Stroke among adults aged >=18 years,5.1,4.7,5.5
51009010401,Stroke among adults aged >=18 years,3.1,2.8,3.4
51009010504,Stroke among adults aged >=18 years,3.5,3.1,4
51013102200,Stroke among adults aged >=18 years,2.4,2.2,2.7
51015070100,Stroke among adults aged >=18 years,3.9,3.6,4.3
51019030401,Stroke among adults aged >=18 years,3.8,3.4,4.3
51019030601,Stroke among adults aged >=18 years,3.2,2.8,3.6
51027010600,Stroke among adults aged >=18 years,3.8,3.5,4.3
51031020500,Stroke among adults aged >=18 years,3.6,3.3,4
51031020700,Stroke among adults aged >=18 years,5.5,4.8,6.4
51035080200,Stroke among adults aged >=18 years,3.8,3.5,4.2
51041100208,Stroke among adults aged >=18 years,2.9,2.5,3.2
51041100300,Stroke among adults aged >=18 years,3.9,3.5,4.4
51059416100,Stroke among adults aged >=18 years,2.5,2.2,2.9
51059420201,Stroke among adults aged >=18 years,2,1.8,2.3
51059420600,Stroke among adults aged >=18 years,2,1.8,2.2
51059421002,Stroke among adults aged >=18 years,2.2,1.9,2.5
51059421200,Stroke among adults aged >=18 years,2.5,2.2,2.9
51059421702,Stroke among adults aged >=18 years,2.5,2.2,2.7
51059421900,Stroke among adults aged >=18 years,1.5,1.4,1.6
51059422401,Stroke among adults aged >=18 years,1.4,1.2,1.5
51059431600,Stroke among adults aged >=18 years,4,3.2,5.3
51059431801,Stroke among adults aged >=18 years,1.9,1.7,2.1
51059432201,Stroke among adults aged >=18 years,1.4,1.3,1.6
34001010700,Stroke among adults aged >=18 years,2.8,2.6,3.1
51059440201,Stroke among adults aged >=18 years,1.2,1.1,1.4
51059440800,Stroke among adults aged >=18 years,2.7,2.4,3.1
51059450701,Stroke among adults aged >=18 years,2.1,1.9,2.4
51059451400,Stroke among adults aged >=18 years,3.2,2.9,3.6
51059451502,Stroke among adults aged >=18 years,3.1,2.6,3.8
34003002200,Stroke among adults aged >=18 years,2.8,2.4,3.1
51059452700,Stroke among adults aged >=18 years,2.8,2.5,3.1
34003003500,Stroke among adults aged >=18 years,3,2.7,3.4
51059460100,Stroke among adults aged >=18 years,2.1,1.9,2.4
34003007001,Stroke among adults aged >=18 years,2.6,2.2,3
51059470800,Stroke among adults aged >=18 years,2.3,2,2.6
34003017300,Stroke among adults aged >=18 years,2.4,2.1,2.8
34003017500,Stroke among adults aged >=18 years,2.3,2,2.7
51059471202,Stroke among adults aged >=18 years,1.4,1.3,1.6
51059480202,Stroke among adults aged >=18 years,1,0.9,1.1
51059480402,Stroke among adults aged >=18 years,2.1,1.8,2.4
51059480505,Stroke among adults aged >=18 years,1.2,1.1,1.3
34003021500,Stroke among adults aged >=18 years,3,2.6,3.4
34003023301,Stroke among adults aged >=18 years,2.6,2.2,3
51059481104,Stroke among adults aged >=18 years,1,0.9,1.1
34003024200,Stroke among adults aged >=18 years,2.4,2.1,2.8
34003029200,Stroke among adults aged >=18 years,2.8,2.4,3.1
51059482302,Stroke among adults aged >=18 years,1.9,1.7,2.1
51059482502,Stroke among adults aged >=18 years,1.6,1.4,1.9
51059490502,Stroke among adults aged >=18 years,2.2,1.9,2.6
51059491301,Stroke among adults aged >=18 years,1.8,1.6,2
51059491302,Stroke among adults aged >=18 years,1.3,1.2,1.5
51059491501,Stroke among adults aged >=18 years,1.3,1.2,1.5
34003040002,Stroke among adults aged >=18 years,2.4,2.1,2.7
51059491801,Stroke among adults aged >=18 years,1.2,1.1,1.4
51059492203,Stroke among adults aged >=18 years,2,1.8,2.3
51061930303,Stroke among adults aged >=18 years,3.1,2.7,3.5
51061930704,Stroke among adults aged >=18 years,2.8,2.5,3
51069051102,Stroke among adults aged >=18 years,3.2,2.8,3.8
51075400300,Stroke among adults aged >=18 years,2.2,2,2.5
51085320500,Stroke among adults aged >=18 years,3.2,2.8,3.6
51085320801,Stroke among adults aged >=18 years,2.6,2.4,2.9
51085321402,Stroke among adults aged >=18 years,2.8,2.4,3.2
51087200801,Stroke among adults aged >=18 years,3.3,3,3.7
51087200904,Stroke among adults aged >=18 years,3.6,3.2,4
51087200905,Stroke among adults aged >=18 years,3.2,2.9,3.5
34007600200,Stroke among adults aged >=18 years,4.8,4.3,5.2
51087201003,Stroke among adults aged >=18 years,5.4,4.7,6.1
51087201201,Stroke among adults aged >=18 years,3.5,3.2,3.9
51087201403,Stroke among adults aged >=18 years,3.9,3.5,4.4
51087201501,Stroke among adults aged >=18 years,3.3,2.9,3.7
34007603503,Stroke among adults aged >=18 years,2.2,1.9,2.5
51095080203,Stroke among adults aged >=18 years,3.5,2.9,4.2
34007605300,Stroke among adults aged >=18 years,2.9,2.5,3.3
34007606000,Stroke among adults aged >=18 years,2.9,2.5,3.5
34007607000,Stroke among adults aged >=18 years,3.5,3.1,4.1
34007607100,Stroke among adults aged >=18 years,3,2.6,3.5
51107610102,Stroke among adults aged >=18 years,2.3,2,2.6
51107610201,Stroke among adults aged >=18 years,2.2,2,2.6
34007607503,Stroke among adults aged >=18 years,2.4,2.1,2.8
51107610506,Stroke among adults aged >=18 years,1.6,1.5,1.8
34007607802,Stroke among adults aged >=18 years,3.2,2.8,3.6
51107610701,Stroke among adults aged >=18 years,1.8,1.6,2
51107610703,Stroke among adults aged >=18 years,2.2,2,2.4
51107610800,Stroke among adults aged >=18 years,2.5,2.3,2.8
34007608401,Stroke among adults aged >=18 years,2.3,2,2.6
51107611012,Stroke among adults aged >=18 years,1.6,1.4,1.8
51107611016,Stroke among adults aged >=18 years,2.6,2.3,3.1
34007608700,Stroke among adults aged >=18 years,2.9,2.5,3.4
34007608800,Stroke among adults aged >=18 years,3,2.7,3.5
51107611206,Stroke among adults aged >=18 years,1.6,1.4,1.8
34007610800,Stroke among adults aged >=18 years,3.8,3.5,4.3
34007611000,Stroke among adults aged >=18 years,2.7,2.4,3.1
51107611602,Stroke among adults aged >=18 years,2.2,1.9,2.4
51107611806,Stroke among adults aged >=18 years,1.3,1.2,1.5
51111930200,Stroke among adults aged >=18 years,4.9,4.5,5.3
34011020100,Stroke among adults aged >=18 years,4.5,4.1,5
51135000300,Stroke among adults aged >=18 years,4.2,3.9,4.6
34013000600,Stroke among adults aged >=18 years,2.4,2.2,2.7
34013002100,Stroke among adults aged >=18 years,4.1,3.6,4.7
51145500200,Stroke among adults aged >=18 years,2.7,2.3,3.1
34013003800,Stroke among adults aged >=18 years,4.2,3.7,4.8
34013004100,Stroke among adults aged >=18 years,5.7,5,6.4
34013007700,Stroke among adults aged >=18 years,3.1,2.7,3.5
34013010300,Stroke among adults aged >=18 years,3.9,3.4,4.5
34013013200,Stroke among adults aged >=18 years,4.2,3.7,4.8
34013013900,Stroke among adults aged >=18 years,2.6,2.2,2.9
34013014200,Stroke among adults aged >=18 years,2.5,2.2,2.9
51161030204,Stroke among adults aged >=18 years,4.5,4,5.1
34013016600,Stroke among adults aged >=18 years,2.3,2.1,2.6
34013017400,Stroke among adults aged >=18 years,2.4,2.1,2.8
34013019300,Stroke among adults aged >=18 years,2.2,1.9,2.5
34013019600,Stroke among adults aged >=18 years,3.5,3.1,4.1
34013021200,Stroke among adults aged >=18 years,2.2,1.9,2.6
34013022800,Stroke among adults aged >=18 years,6.4,5.6,7.3
51171040800,Stroke among adults aged >=18 years,4.1,3.6,4.6
51177020109,Stroke among adults aged >=18 years,3.7,3.2,4.4
51179010103,Stroke among adults aged >=18 years,2.1,1.8,2.3
51179010105,Stroke among adults aged >=18 years,2.1,1.9,2.4
51179010405,Stroke among adults aged >=18 years,2.3,2,2.6
34017000200,Stroke among adults aged >=18 years,2.7,2.4,3
34017001000,Stroke among adults aged >=18 years,2,1.8,2.2
34017006200,Stroke among adults aged >=18 years,3.9,3.5,4.3
34017006900,Stroke among adults aged >=18 years,1.7,1.5,1.9
34017007800,Stroke among adults aged >=18 years,3.1,2.7,3.5
34017010200,Stroke among adults aged >=18 years,2.4,2.1,2.8
34017010300,Stroke among adults aged >=18 years,3.2,2.9,3.6
34017011100,Stroke among adults aged >=18 years,3,2.7,3.3
34017013200,Stroke among adults aged >=18 years,2.7,2.4,3
34017015001,Stroke among adults aged >=18 years,2.1,1.9,2.4
34017015700,Stroke among adults aged >=18 years,2.8,2.4,3.2
34017016000,Stroke among adults aged >=18 years,2.3,2,2.6
34017016400,Stroke among adults aged >=18 years,3,2.6,3.5
34017018302,Stroke among adults aged >=18 years,0.8,0.7,0.9
34017018701,Stroke among adults aged >=18 years,0.8,0.7,0.9
34017019400,Stroke among adults aged >=18 years,1.6,1.4,1.8
51550021601,Stroke among adults aged >=18 years,2.9,2.5,3.4
51590000200,Stroke among adults aged >=18 years,6,5.3,6.9
34021000100,Stroke among adults aged >=18 years,4.3,3.8,4.8
34021001600,Stroke among adults aged >=18 years,5,4.4,5.7
51650010307,Stroke among adults aged >=18 years,3.1,2.7,3.5
34021002800,Stroke among adults aged >=18 years,3,2.7,3.3
51650010800,Stroke among adults aged >=18 years,3.5,3.1,3.9
51650011100,Stroke among adults aged >=18 years,1.7,1.5,2
51650011300,Stroke among adults aged >=18 years,4,3.6,4.3
51650011400,Stroke among adults aged >=18 years,1.9,1.7,2.2
51650011900,Stroke among adults aged >=18 years,5.3,4.6,6
34021004000,Stroke among adults aged >=18 years,2.1,1.9,2.4
34023000603,Stroke among adults aged >=18 years,2.2,2,2.4
51680000802,Stroke among adults aged >=18 years,2.4,2.2,2.7
51690000200,Stroke among adults aged >=18 years,7.8,6.7,8.9
51710002400,Stroke among adults aged >=18 years,2.3,2,2.6
51710002900,Stroke among adults aged >=18 years,4.5,4.1,4.9
51710003501,Stroke among adults aged >=18 years,5.7,5.1,6.3
51710003700,Stroke among adults aged >=18 years,1.7,1.5,1.9
51710004200,Stroke among adults aged >=18 years,8.9,7.9,10
51710004800,Stroke among adults aged >=18 years,6.2,5.4,6.9
51710005902,Stroke among adults aged >=18 years,3.1,2.8,3.5
51710006400,Stroke among adults aged >=18 years,4.9,4.4,5.5
51710006606,Stroke among adults aged >=18 years,3.2,2.8,3.6
51735340100,Stroke among adults aged >=18 years,2.5,2.2,2.9
34025811301,Stroke among adults aged >=18 years,2.3,2,2.6
51800075602,Stroke among adults aged >=18 years,3.1,2.8,3.5
34027040701,Stroke among adults aged >=18 years,2.3,1.9,2.6
34027041701,Stroke among adults aged >=18 years,2,1.7,2.2
34027042700,Stroke among adults aged >=18 years,2,1.7,2.3
34027042900,Stroke among adults aged >=18 years,2.5,2.1,3
34027044602,Stroke among adults aged >=18 years,2.4,2.1,2.7
34027045401,Stroke among adults aged >=18 years,3.3,2.9,3.8
34027045704,Stroke among adults aged >=18 years,2.1,1.8,2.4
34029713500,Stroke among adults aged >=18 years,3.6,3.1,4.3
53003960600,Stroke among adults aged >=18 years,3.4,3,3.8
53005010600,Stroke among adults aged >=18 years,2.8,2.4,3.1
53007960300,Stroke among adults aged >=18 years,3.7,3.3,4.3
34029725001,Stroke among adults aged >=18 years,2.5,2.2,2.8
53007960700,Stroke among adults aged >=18 years,2.7,2.4,3.2
53009001300,Stroke among adults aged >=18 years,3.6,3.2,4.1
34029732104,Stroke among adults aged >=18 years,2.9,2.5,3.3
34029734003,Stroke among adults aged >=18 years,2.9,2.6,3.3
34029736101,Stroke among adults aged >=18 years,3.4,3,3.8
53011040302,Stroke among adults aged >=18 years,2.2,2,2.4
34029736105,Stroke among adults aged >=18 years,3.5,3,4.1
53011040411,Stroke among adults aged >=18 years,2.5,2.3,2.9
53011040412,Stroke among adults aged >=18 years,2.3,2.1,2.6
53011040414,Stroke among adults aged >=18 years,1.9,1.7,2.1
34031124321,Stroke among adults aged >=18 years,2.7,2.4,3.1
34031124323,Stroke among adults aged >=18 years,2.4,2,2.7
53011040511,Stroke among adults aged >=18 years,2.5,2.2,2.8
53011040806,Stroke among adults aged >=18 years,2.4,2.1,2.7
53011040904,Stroke among adults aged >=18 years,2.8,2.5,3.2
34031175703,Stroke among adults aged >=18 years,3,2.7,3.4
53011041011,Stroke among adults aged >=18 years,2.8,2.4,3.1
53011041108,Stroke among adults aged >=18 years,4.1,3.4,4.9
53011041313,Stroke among adults aged >=18 years,2.2,2,2.5
53011041321,Stroke among adults aged >=18 years,2.7,2.3,3.1
53011041326,Stroke among adults aged >=18 years,2.1,1.8,2.3
53011041330,Stroke among adults aged >=18 years,2.4,2.1,2.7
53011042100,Stroke among adults aged >=18 years,2.1,1.8,2.3
53011042300,Stroke among adults aged >=18 years,3.2,2.8,3.7
53011043100,Stroke among adults aged >=18 years,3.2,2.8,3.7
34033021202,Stroke among adults aged >=18 years,3.4,3.1,3.8
34033021600,Stroke among adults aged >=18 years,2.9,2.6,3.4
34033022100,Stroke among adults aged >=18 years,5.5,4.9,6.1
53025010902,Stroke among adults aged >=18 years,3,2.7,3.3
34037371503,Stroke among adults aged >=18 years,2.1,1.9,2.4
34039031200,Stroke among adults aged >=18 years,3.3,3,3.6
34039031400,Stroke among adults aged >=18 years,3.5,3.1,3.9
34039031801,Stroke among adults aged >=18 years,3.1,2.7,3.4
53033006000,Stroke among adults aged >=18 years,1.8,1.6,2.1
53033007000,Stroke among adults aged >=18 years,1.7,1.5,2
34039035500,Stroke among adults aged >=18 years,2.9,2.6,3.3
34039036900,Stroke among adults aged >=18 years,2.4,2.1,2.8
34039037400,Stroke among adults aged >=18 years,2.4,2.1,2.8
53033011001,Stroke among adults aged >=18 years,4.2,3.8,4.7
34039038400,Stroke among adults aged >=18 years,2.5,2.3,2.8
53033021300,Stroke among adults aged >=18 years,2.4,2.1,2.7
34041031101,Stroke among adults aged >=18 years,2.7,2.4,3.1
53033021803,Stroke among adults aged >=18 years,2.3,2,2.7
34041031402,Stroke among adults aged >=18 years,2.3,2,2.6
53033023804,Stroke among adults aged >=18 years,1.5,1.3,1.7
53033025702,Stroke among adults aged >=18 years,2.2,2,2.5
53033026700,Stroke among adults aged >=18 years,2.9,2.6,3.3
53033027400,Stroke among adults aged >=18 years,2.7,2.4,3.1
53033027800,Stroke among adults aged >=18 years,2.9,2.5,3.3
53033028901,Stroke among adults aged >=18 years,3,2.6,3.4
53033029001,Stroke among adults aged >=18 years,3.8,3.2,4.6
53033029203,Stroke among adults aged >=18 years,2.8,2.5,3.1
53033029204,Stroke among adults aged >=18 years,2.3,2.1,2.6
53033029602,Stroke among adults aged >=18 years,2.2,1.9,2.4
35001004724,Stroke among adults aged >=18 years,2.3,2,2.6
35005001002,Stroke among adults aged >=18 years,3.8,3.2,4.5
53033031907,Stroke among adults aged >=18 years,2.2,2,2.5
35009000303,Stroke among adults aged >=18 years,3.2,2.8,3.7
35009000602,Stroke among adults aged >=18 years,2.4,2.2,2.6
53033032208,Stroke among adults aged >=18 years,2.9,2.4,3.6
53035080600,Stroke among adults aged >=18 years,2.4,2.2,2.7
53035080800,Stroke among adults aged >=18 years,0.7,0.6,0.8
53035090300,Stroke among adults aged >=18 years,0.6,0.6,0.7
53035091500,Stroke among adults aged >=18 years,2.6,2.3,3
53041970600,Stroke among adults aged >=18 years,3.4,3,3.9
53041971000,Stroke among adults aged >=18 years,3.2,2.7,3.8
35035000306,Stroke among adults aged >=18 years,3.5,3.1,4
53045960800,Stroke among adults aged >=18 years,5,4.3,6
53049950700,Stroke among adults aged >=18 years,4.5,4.1,5.1
53053060903,Stroke among adults aged >=18 years,3.5,3.1,4
53053061001,Stroke among adults aged >=18 years,3.1,2.8,3.6
35043940500,Stroke among adults aged >=18 years,3.4,3,3.8
53053061700,Stroke among adults aged >=18 years,2.8,2.5,3.1
53053071304,Stroke among adults aged >=18 years,2.2,2,2.4
53053071902,Stroke among adults aged >=18 years,3,2.7,3.4
53053072108,Stroke among adults aged >=18 years,3.1,2.8,3.4
53053072903,Stroke among adults aged >=18 years,0.8,0.8,0.9
53053940002,Stroke among adults aged >=18 years,2.8,2.6,3.1
53033003300,Stroke among adults aged >=18 years,1.4,1.2,1.5
53053940008,Stroke among adults aged >=18 years,2.3,2.1,2.6
53053940009,Stroke among adults aged >=18 years,2.6,2.3,3
53057952500,Stroke among adults aged >=18 years,2.5,2.2,2.8
53061050402,Stroke among adults aged >=18 years,2.5,2.2,2.8
53063002600,Stroke among adults aged >=18 years,3.1,2.8,3.4
53063010202,Stroke among adults aged >=18 years,2.8,2.6,3.1
53063010303,Stroke among adults aged >=18 years,2.9,2.6,3.2
53063010601,Stroke among adults aged >=18 years,2.9,2.6,3.2
53063010700,Stroke among adults aged >=18 years,1.9,1.7,2.1
53063014500,Stroke among adults aged >=18 years,3.7,3.2,4.2
53065950100,Stroke among adults aged >=18 years,4.1,3.7,4.5
53067011610,Stroke among adults aged >=18 years,2.8,2.5,3.3
53073000100,Stroke among adults aged >=18 years,3.2,2.8,3.7
53077000500,Stroke among adults aged >=18 years,4.1,3.4,5
36007013000,Stroke among adults aged >=18 years,3,2.6,3.4
36007013700,Stroke among adults aged >=18 years,3.6,3.1,4.2
53077002900,Stroke among adults aged >=18 years,3.2,2.9,3.4
53077003001,Stroke among adults aged >=18 years,3.4,3,3.7
36015000100,Stroke among adults aged >=18 years,4.3,3.9,4.8
54011010400,Stroke among adults aged >=18 years,3.3,3,3.8
36015000600,Stroke among adults aged >=18 years,2.8,2.5,3
36015001000,Stroke among adults aged >=18 years,3.8,3.4,4.3
54015957900,Stroke among adults aged >=18 years,4.3,3.9,4.7
36015010400,Stroke among adults aged >=18 years,3.9,3.2,4.8
36017970802,Stroke among adults aged >=18 years,3.2,2.9,3.5
36019100100,Stroke among adults aged >=18 years,3.3,3,3.6
36019101900,Stroke among adults aged >=18 years,3,2.7,3.3
36023970200,Stroke among adults aged >=18 years,2.6,2.4,2.9
54037972505,Stroke among adults aged >=18 years,4,3.5,4.6
36027010000,Stroke among adults aged >=18 years,3.7,3.4,4.1
36027130003,Stroke among adults aged >=18 years,2.7,2.4,3
54039013701,Stroke among adults aged >=18 years,2.8,2.6,3.1
36027180001,Stroke among adults aged >=18 years,2.6,2.4,3
36027190401,Stroke among adults aged >=18 years,3,2.7,3.4
54049020300,Stroke among adults aged >=18 years,3.1,2.7,3.6
54065971000,Stroke among adults aged >=18 years,3.7,3.2,4.2
54105030101,Stroke among adults aged >=18 years,4.1,3.7,4.5
36033951200,Stroke among adults aged >=18 years,2.9,2.6,3.3
53033009900,Stroke among adults aged >=18 years,1.6,1.5,1.8
55005000100,Stroke among adults aged >=18 years,3.2,2.9,3.6
55009010300,Stroke among adults aged >=18 years,2.4,2.2,2.7
55009940004,Stroke among adults aged >=18 years,2.8,2.4,3.2
36045062100,Stroke among adults aged >=18 years,3.3,2.9,3.8
55015020700,Stroke among adults aged >=18 years,1.6,1.4,1.8
55017010900,Stroke among adults aged >=18 years,3.5,3.2,3.9
55019950800,Stroke among adults aged >=18 years,3.7,3.4,4.1
55027960300,Stroke among adults aged >=18 years,2.5,2.2,2.8
55027960400,Stroke among adults aged >=18 years,2.7,2.5,3
55027961300,Stroke among adults aged >=18 years,3.4,3,4
55027961600,Stroke among adults aged >=18 years,2.9,2.7,3.2
55031020400,Stroke among adults aged >=18 years,3,2.6,3.5
55051180300,Stroke among adults aged >=18 years,4.4,4,4.9
55059001600,Stroke among adults aged >=18 years,2.7,2.4,3
55059001800,Stroke among adults aged >=18 years,2.7,2.4,3
55067960300,Stroke among adults aged >=18 years,3.1,2.8,3.4
53033011200,Stroke among adults aged >=18 years,2.8,2.5,3.1
55079000101,Stroke among adults aged >=18 years,4.5,3.9,5.4
55079002500,Stroke among adults aged >=18 years,4.5,4,5
55079009300,Stroke among adults aged >=18 years,2.2,2,2.4
55079016400,Stroke among adults aged >=18 years,3.2,2.8,3.5
36053030102,Stroke among adults aged >=18 years,3.3,2.9,3.7
36053030402,Stroke among adults aged >=18 years,2.6,2.3,2.9
55081950500,Stroke among adults aged >=18 years,2.9,2.6,3.3
36055003802,Stroke among adults aged >=18 years,0.5,0.4,0.6
55085971300,Stroke among adults aged >=18 years,3.5,3,4
36055006000,Stroke among adults aged >=18 years,2.6,2.3,2.9
55087012503,Stroke among adults aged >=18 years,1.7,1.5,2
55089650200,Stroke among adults aged >=18 years,2.5,2.1,2.9
55089650300,Stroke among adults aged >=18 years,2.7,2.4,3.1
36055011201,Stroke among adults aged >=18 years,2.9,2.5,3.4
